text,label
"@ @ Fear has always been easier to manipulate than courage.cdnmickeyfan. CBC Alerts
",1
"@ @ @ @ then tell me the people of Ferguson haven't EARNED some distrust.jlpauk. spants. rui_xu. flavius217
",0
"@ This, and their militaristic approach to the problem, does not paint the Fergie PD in a favorable lightWSJ
",0
"@ @ @ Of course not...they have this fake police report, but no dispatch call detailing alleged robbery!kristacole17. Dante. Calls For Justice
",1
"@ @ well...you're just a silly paranoid fuck now aren't youRundfunk Europa. R
",0
"@ @ Getting the word out about an active shooter situation seems pretty helpful, but please, tell us what you'd have done.tdgecas. Henderburn
",0
"@ u r among the only journalists saying kosher market &amp; not calling it something generic. If it's kosher it was targeted. ThxBklyn Middleton
",0
"@ Uber is covering the cost of all rides, drivers will still receive higher rates from Uber http://alfinitum
",0
"@ @ @ its not islamaphobia to call an Islamic terrorist what he is. Muslims r silent &amp; won't stand uphassanbasmer. Mariodinava. cnnbrk
",1
"@ that looks like a double to me, dear.Mail Online
",0
"@ @ agree A Murphyandreemurphy. Independent
",0
"@ so called experts say no time for distress call but flight radar shows gradual descent over 10 minutes# plane crashBBC Breaking
",1
"New link: police release video they say shows a robbery involving : http:// http://Ferguson. Michael Brown
",0
"RT @: Banksy says in a beautiful way (vi @) http://Melanie Tait. lukeeve. Je Suis Charlie
",0
"@ @ sure, yiu just need to work for a jewrcallimachi. ummsalama15_
",0
"@ @Angus OL. horanosaur
",1
"@ France is paying a big price for been a puppet of AmericansR
",1
"@ ok, time to calm down and report responsibly on - don't fill in the unknowns with fear-mongering!R. sydneysiege
",0
"@ @ @ @ yeah i bet its awfulO Zz Sue. Anita Teguh. BBC World. BBC News
",1
"@ @ did I say it was fake u , are u stupid or dumb? I said why show it now... 😒Public Offendor. CNN Video
",0
".@ a 300lbs aggressive young man might get shot if he attacks a cop.thelittleidiot
",0
"@ As long as plane stayed in air w/only one emergency call &amp; the wide spread debris no mention of possible terrorists on board?foxandfriends
",0
"@ hope the baddies don’t have social media or they’re gonna start locking the side doors people escaped from.Fox News
",0
"@ @ Killers? No trial? Can you please provide the evidence that these people were involved inKay Burley. Pauline M Barten. Charlie Hebdo
",0
"“@: Photos of alleged robbery involving Michael Brown in (via police) http:// http:// 😒😒NBC News. Ferguson
",1
"@ @ corny, but only TRUE evil wants Us to believe INERT OBJECTS are more valuable than LIFE! --GBJMrs Downs. Your Anon Live. thinkforyourself
",0
"“@: - At least five hostages in Paris kosher supermarket: (AFP) http:// http://FRANC. BREAKING. Vincennes
",1
"@ @ its just very juvenile of an answer at an inappropriate time.Armed Research. Skyla Starx. respect
",1
"@ Thanks for the free ride home today. I felt very safe and got home efficiently.Uber Sydney
",1
"@ @ @ @ that is such a stupid, uneducated commentCut Govt Spending. Breaking News. CBC News. Toronto Star
",0
"Very reliable source on Parliament Hill tells me the assailant has been killed.cdnpoli. ottnews
",0
"@ @ @ prayx not 2 happen againbreakingnews. afp. melissabellf24
",1
"@ and you thought reporting hostages are tweeting from inside would what? keep them alive? SHUT YOUR RECKLESS MOUTHBBC Breaking
",1
"@ cc @R. Morbid Entree
",1
"@ Lol coup? That's when you know you people are just making things up.Mail Online. westernfantasy
",0
"@ Is he sleeping...?ABC
",0
"@ @ @ good for VickersLinda Frum. Le Blanc Jpl. affanchowdhry
",0
"@ this is the real tragedy. Lovely young man doing the right thing brought down by cowardly terrorists. Shameful.Telegraph. Canada Strong
",1
"@ if i were a cop &amp; he was unarmed ummm hello .. So he must've left his taser in the car ... ?Koszik Meows
",1
"@ @ that's also not a robbery in most jurisdictions, it's a petty theft. (Eg Los Angeles)Your Anon Live. Op Ferguson
",1
"@ @ Even so - since when do you shoot a suspected robber if he is unarmed and cooperating?Rock Rt. NBC News
",1
"@ @ @ what point are you making about the photo?Tracy Mo. zadiaz. mashable
",0
"@globeandmail
",1
"“@: MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain http:// ”Fox News. Sydneysiege. Martin Place
",0
"@ looks like a little green man!Sharri Markson
",1
"@ flag remains unidentified.Pz Feed
",0
"Watch video showing gunfire inside Canada's parliament in Ottawa http:// http://
",0
"@ @ @rwhiting. Fox News. Shep News Team
",1
"@ disgustingguardian
",1
"@ @ There is no media blackout against IS in the US. Please open a newspaper for a change.Ahmed Hussain. ummsalama15_
",1
"“@: 148 passengers were on board Airbus A320 which has crashed in the southern French Alps http://Al Arabiya Eng. German Wings
",0
"“@: Attack on Parliament: Soldier shot; gunman on the loose.” Thinking of everyone back home.globeandmail
",0
"@ @ they would still be murderers I don't think anyone can consider this martyrdombradydan. BBC Breaking
",0
"@ @ are you really justifying the murder of an unarmed kid? oTracy Mo. mashable
",0
"Way uncool, @. RT@: Uber intros surge pricing in downtown Sydney during hostage siege http://Uber Sydney. mashable
",0
"@ how would someone start such a bizarre rumour about Essien?Human beings are heartlessFootballcom EN
",0
"@ the chief said this am that cop was at a call for sick person, then got the call for store strong arm robberyLisa Bloom
",0
"@ cc @Fox News. viswanth183
",0
"@ least they're near an AldiBBC Breaking
",1
"Siege: “@: : 1 dead, several injured in shootout North-East of Paris (@ ) http:// ”FRANC. RTL France. BREAKING. Charlie Hebdo
",0
"Police stand guard as hostages are held in a cafe in Sydney. Follow AFP's LIVE REPORT: http:// http://
",0
"@ @ Strong armed robbery, Assault on the store clerk, assaulting a police officer...and the info continues to come in.Mrs Downs. Your Anon Live
",1
"@ @ hum...haurry_stvlles. Breaking News
",0
"@ @ They killed that young man as an excuse to use martial law.The Root. thedailybeast
",0
"@ all eyewitnesses we've heard from say the cop dragged MB towards his car through his window. The cop initiated.Dostoevsky Shade
",1
"Charlie Hebdo shooting latest: 12 dead and gunmen still at large http:// http://
",0
"Well said, I agree. @ @andreemurphy. Independent
",0
"@ RIP Nathan,, we love youTelegraph
",0
"@ @ Nothing in that video provides concrete evidence of anything,much less any kind of justification for cops murdering anyone.CNN Video. CNN
",0
"Banksy says in a beautiful way (vi @) http://lukeeve. Je Suis Charlie
",0
"Wow. “@: In 2009, police beat a man and charged him for bleeding on them: http://Complex Mag. Ferguson
",1
"@ @ our prayers are with our leaders &amp; authorities, may they return safely to their homesCBC Alerts. CBC
",1
"@ @ to make him he look like a thug ? 😴Koszik Meows. CNN Video
",1
"@ Prosecution screwed up the Martin/Zimmerman case by over-charging and if emotions guide, over charging will let this cop walk too.jelani9
",1
"@ Does he have a script to take away more freedoms.Sky News Break
",1
"Coup? RT @: Rumors all Russian military attaches at embassy in London have returned to Moscow: http://jimgeraghty
",0
"@ @ @ THE TERRORIST MOST LIKELY FLED TO THE MUSLIM ZONE WHERE COPS ARE NOT ALLOWED, COULD HAPPEN IN AMERICABreaking News. AFP. Melissa Bell
",1
"@ @ Just read that Soldier may still be alive.R. Shorealone Films. hoping
",1
"@ 1 hostage / war zone in Dammartin http://TIME
",0
"Germanwings Airbus A320 crashes in French Alps near Digne http://
",0
"@ don't kill them! If they get killed i wana see their faces! Don't want another Bin laden incident, do we!R
",1
"@ @ I agree it isn't robbery its simple shoplifting an assultSplats Reads. NBC News
",1
"@ Because jaywalking and stealing cigars are capital crimes. It's the classic ""Blame the victim"" defense.rolandsmartin
",0
"@ @ That would mean worst case: scumbag started shooting hostages and police responded. Hope that is not the case. 2/2News Syd. charlescwcooke
",0
"@ I would like to be paid for it, on account of being a journalist.nomedeplume84
",1
"@ @ Hmmm.Doesn't pundit mean joke? I haven't seen this on news.jjauthor. gatewaypundit
",0
"Statement from Prime Minister Tony Abbott on Sydney hostage situation. http://
",0
"@ @ So I guess you are saying it is no big deal for cops to kill unarmed black kids??? WTF.larryelder. KL South
",0
"@ @ yes from her newly decorated LA living room. Just like Egypt.kellyoxford. daxshepard1
",1
"@ @ @ this is not a surprise.jjauthor. Desiree Aaron. gatewaypundit
",1
"@ @ newshaurry_stvlles. cnni
",1
"@ @ Should have snipered him.News Syd. marilynmaupin
",1
"@ &lt;&lt;he didn't know at all they still has a B.O.L.O out at 7 for the suspectrolandsmartin
",0
"Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. http://4U9525
",0
"@ @ @ They're saying what I said, the crash was a deliberate act. Controlled flight all the way down.marcepa49. flightradar24. isobelroe
",1
"@ chai....by claiming innocent lives? that's really Awkward!cnni
",1
"@ @ good to see somebody did some research 👏👏👏Sky News Aust. liztilley84. Sydney Siege
",0
"@ All in the name of oil.R
",1
"@ RIP Brother!!Mauler Mauler
",0
"@ what is our world coming to, we are afraid to go anywhere as no place is safe.cnnbrk
",1
"@ http://BBC Breaking
",0
"@ @ @ Not a great comfort but an important detail to emphasise.Sky News Aust. liztilley84. A Owl
",1
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://
",0
"@ yeah I'm hip lol I can't call that one flukeChill Davon
",1
"@ *checks watch* Need a few more hours for your lawyers to check your facts? lolAP
",0
"BREAKING: One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris: police source
",0
"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http:// http://
",0
"@ what's happening in this world and why this so much haterage everywhere. So sickening😤😤😤BBC Breaking
",0
"“@: Unconfirmed reports claim that Michael Essien has contracted Ebola. http:// @Footballcom EN. Lewis Lowe
",0
"@ @ @ go away. It's what arabs domohamudaish. hassanbasmer. cnnbrk
",1
"@ @ it could never happen here, we don't have a paper with enough balls to publish anything that offends Muslimsgazsc. Sky News Break. PC
",1
"@ @ @ @ 364 days a year, the cops are 100% unbelievable. today, everyone lines up to suck themOnt Ombudsnanny. dmatthewmillar. devo1400. spaikin
",0
"Agree @ those Cops in are filled with so they hide behind military equipment, outrageous tactics @Dante. Ms Rock Ever. Ferguson. FEAR
",1
"@ then don't panic. You can always sail if you like ;)Miss Witch
",1
"@ @ Well, what can you say? Spare a though for ALL who serve as reservists-they defend everyone's right to debate FREELY!cbcsaltzman. mog7546
",1
"“@: 12 now confirmed dead in attack in Paris, @ is reporting: http:// (AP) http://USATODAY. AP. Charlie Hebdo
",0
"“@: Reports: suspects killed http:// superb simultaneous response by the French tactics unit.Huffington Post. Charlie Hebdo
",1
"Clarissa, 27 years old, police trainee of Montrouge Police in . Victim of this morning's attack. via @ http://_batou_. France
",0
"“@: : Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.” @Sky News Aust. Angie TV Lau. BREAKING
",1
"@ Didn't I say ""FLAKE OFF""thejpiga
",1
"@ @ It's time 4 West 2 make formal declaration of war vs Islamic Terrorists but is there country with courage 2 do so?FRANC. Harriet Baldwin
",1
"damn surveillance video @ We give up a name, we drag his thru the mud. @jelani9. LOLGOP
",1
"@ Thank goodness! Is it possible for this to end with no more innocent lives lost?cnnbrk
",0
"@ @ lol there's a million dudes wearing cargos &amp; white tees everyday please stopjasongarcia5. The Anon Message
",1
"@ I do know that!Granabanana
",0
"@ Thoughts go out to the people under seige in . Possible attack. Just let them out safe. Let's not start a war!Breaking. sydney. ISIS
",1
".@ @ @ - Wilson knew he intentionally killed an alleged suspect trying to surrender to him &amp; people saw it.bucci2028. orangeseahorse. Alasscan
",1
"@ @ @ @ Hilarious! A like you can insult me, then block me so I can't respond?scottparnell13. Perseus. R. Anonym Tipster. cunt. pussy
",0
"@ @ also, maybe just window cleaners- http://dmatthewmillar. Fiona Mc K
",1
"@ @ @ Corey, think we're gonna find out DWilson had no idea that MB had stolen Swishers. WAIT4 IT.coreybking. Dante. Calls For Justice
",1
"@ @BBC Breaking. FC
",1
"The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.
",0
"@ ohhhh! alright! I was confused because it said ""no longer on sale""!Prince Museum
",1
"@ only just decided to air this have you?? JeezFox News
",0
"@ @ Illegal Aliens will kill 25 US Citizens today in the USA and Fox will report on NONE of them: Obama thanks you....Fox News. America Newsroom
",0
"Omg “@: Breaking: Gunman at Paris store threatens to kill hostages if suspects are harmed. http://WSJ. Charlie Hebdo
",1
"@ @ my heart is with the loved ones 😞verylastone. dorome80
",1
"@ @ That maybe he did try &amp; take cops gun though window (something witnesses could not see). This goes toward CHARACTER. 😐Cheri Phi. mashable
",1
"@ @ @ Green is the traditional colour. Presumptions are worthlessGion Gion. Andrew Denney. jessradio
",0
"@ @ true..!!! bt its nt nice to say ""i told u so""..wen ur country is at siege...!! we can say it later..!!Gormanghast. BBC Breaking
",1
"@ Duh, Ya think?Slate
",0
"@ @ @ Muslim extremists that's who. http://tanach67. BBC World. Glinner
",0
"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse?tcot. ferguson
",0
"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://sydneysiege
",0
"@ smdh. This is ridiculous.Zerlina Maxwell
",0
"Store owner told @ Monday that there was a theft, but said it was not MichaelBrown; said it was someone elseFO. Ferguson
",0
"@ @ coppers don't want to kill them.Ferrari Charlie. BBC Breaking
",1
"The 144 virgins to line up“@: MORE: Official: French terror suspects want to be martyrs;”AP
",0
"@ @ how many 'nazis' did leebowitz kill ?http://Ulrich Jv V. affinity292
",0
"@ Many sources and you tube... Where is Vladimir Putin? http:// Latest one. All links are in both articlescaptaincorri
",1
"@ A person killed his own son &amp; daughter bcz authority neglected his rights of social security benefits. http://cnni
",0
"Oh my God !!! RT @ - 11 dead including 2 police in Paris shooting. http://AF Pphoto. Charlie Hebdo
",1
"@ @ @ seeing as though I was 100% correct, yes.jeremysale. daxshepard1. HD Mc C
",0
"@ please wait on this. Also sounds like multiple suspects. People need to stay vigilant.kellyoxford
",0
"@ nah it's 5000 or maybe 500. Or Whatever sounds more alarmingR
",0
"@ @ @ freedom of speech protects everyone. Islam just doesn't believe in freedom or democracy. Just deathhassanbasmer. Chusid. cnnbrk
",1
"@ @ Doxed faggot!Pz Feed. IMYSNI
",1
"@ @ No but it def softens the blow.Your Anon Live. Op Ferguson
",0
"@ @ @ @ ESpecially as Junior Hadley is a NSW Plod - wonder if he used his contacts to get stuff not publicleftocentre. onewaymule87. smh. ZJ Garred
",1
"What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid.ferguson
",0
"@ @ 2-3 means are controlling the whole police hahaBBC Breaking. BBC World
",0
"@ This point is irrelevant. What is important is what happened after the officer contacted the suspect.WSJ
",0
"@ @ My heart is broken...I am so so sorry..Nathan..God Speed Hero.Canoe. ottawasuncom
",1
"@ @ i knew that scarf he was wearing in that photo meant trouble!jjauthor. gatewaypundit
",0
"@ stranger by the secondLisa Bloom
",1
"@ @ sad.....cnnbrk. A
",1
"@ @ fool bought the wrong flag with him.Troy Bramston. channeltennews
",1
"@ @ Yes, but think it was too dangerous.ensowi. France
",0
"@ @ @ You get the last word here, I can't argue with everyone forever. Peace.tomman191. andybankertv. FO
",1
"“@: Up to 20 held hostage in Sydney Lindt Cafe siege http:// http://Independent
",0
"@ @ Sure CoPilot http://USATODAY. khjelmgaard. German Wings. Andreas Lubitz. New Motive. Dead Visitor Walking. Dr Ed
",1
"@ better camera pic. clearly shows flip flops http://140elect
",1
"@ who do you think you’re “informing”?Sharri Markson
",1
"Gunman in policewoman killing suspected in new Paris hostage-taking: sourceBREAKING
",0
"@:Latest on crash:Pilots signalled 911 b4dropping out of midair;airlineCEO calls this a""dark day""http://mashable. Germanwings
",1
"@ Sov. Citizen in Dallas this week PLANNED TO KILL COPS and was brought in alive, how come a Shoplifter is denied same courtesy?Dante
",1
"@ it's painful and inhuman to kill innocent people, No religion permits it.guardian
",1
"@ @ @ @ @ justification to NOT permit jihadists return to Aus/UK - they cannot be trusted!johnpaulprice71. O Zz Sue. Anita Teguh. BBC World. BBC News
",1
"@ @ Yes there is a link. It was confirmed officially today.Shiraz Maher. Dima V
",0
"“@: : Police have confirmed that the is over. ” so glad to hear, this was unreal!News Syd. BREAKING. Sydney Siege. News
",1
"That's the thing they have the money to get away with it you shouldn't even attempt shit if your poor @ @zellieimani. Swallow That Shit
",1
"@ everyone cries how bad it is... Yet public transport is still usual price and no one is whining at them.life19082492084
",1
"@ at least they've got good chocolateIndependent
",1
"@ @ @ Kudos to your relaying of second-hand information! Do you have an app?kellyoxford. daxshepard1. HD Mc C
",0
"@ my thoughts alsokellyoxford
",0
"Thoughts go out to those in Sydney dealing with the 20-hostage situation “@ http://WSJ
",0
"@ asians. Its imp. He does not want the asianscnni
",1
"@ Uber is covering the cost of all rides.el1nor
",0
"@ @ @ @ They didn't say who fired the shots in the car. The fact is we've only heard one side.Tom. spants. rui_xu. flavius217
",1
"@ @ @ @ I am a proud Canadian afghan &amp; I support Canada's presence in Afghanistanmythos_man. CBC Alerts. CBC News. Justin Trudeau
",1
"@ that's not the Islamic flag...Pz Feed
",0
"@ @ Hey buddy, I'm insulting your faith. Now go fuck yourself.zhuravkov67. cnnbrk
",1
"@ So if someone was coming at you and beating the fuck out of you threating your life, you wouldnt shoot them if you could?Brwn Skin Girly
",0
"@ @ @ @ very very true hope it's a heck of a concert.ianallen169. Prince Party UK. Toronto Comms. RDEYEGIRL
",1
"@ @ 😱omg hope !!!!!!CBC News. Kim Sulli
",1
"@ @ Mayday is a call for urgent assistance. (M'aidez). Not a lot of help for a plane hurtling towards the floor.thatjohn. Holbornlolz
",1
"@ http:// ""Bigotry: The Dark Danger"" http://Sputnik Int
",0
"@ @ @ @ . http://mandiegillmor. itsmeggroll. Tracy Mo. mashable
",1
"@ @ I don't believe there are soldiers guarding this area right now. 2/2Sean Osmar. graciestyle
",0
"@ little shits are just using religion to go around murdering innocent people because they are uneducated no-good thugsSky News. scumbags
",1
"@ Showing his face in his final moments is crass insensitivity and totally unnecessary - his family are grievingIndependent
",1
"@ @ Give it one hour and my points will be confirmed.ashleyjmorton. CBC Alerts
",1
"“@: @ @ what about the FBI”👀usmc1872. Brwn Skin Girly. CNN Video
",0
"@ @ assholesLarryputt. BBC Breaking
",1
"@ @ @ So it's not ISIS but Islam in general. Much better... better think up a new wordSky News Aust. ka_robo. liztilley84. leftards. islamaphobia
",1
"“@: Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. http://Michael Skolnik. Ferguson
",0
"@ @ How were the police so quick to indicate Mike Brown if all of this took place in a matter of minutes?DIANAZOGA. Antonio French
",0
"@ @ Thank you for clarifying. You definitely didn't have to reply to me. Have a great day and thanks for the reportsandybankertv. FO
",0
"@ Putin has gone 1 better Behold the Russian secure office Actor portrayed even http://Pat Ondabak
",1
"@ Agreed. Relevant and timely clarification: martyrs are assassinated, they're not the assassins.Trudi CTID
",1
"“@: @ Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://Uber Sydney. nicholasderoose
",1
"@ I hear ya, but u said the swishers were behind the counter and they were, no biggieJurutha
",1
"@ What is the wait time for a ride out of the Sydney CBD? @ @Uber Sydney. Gotta Travel. mtats
",0
"So sorry &amp; fear for the hostages @ @ @ @Sophia Lippylips. Anita Teguh. BBC World. BBC News
",1
"“@: More shots fired just off Parliament Hill. Police telling everyone to take cover.”CBC Alerts. Ottawa. Parliament
",0
"@ the drawer Cabu was killed during the attackUSATODAY
",0
"Got the bastards! ""@: AFP: suspected gunmen have been killed”Sky News Break. Charlie Hebdo
",1
"@ @ smhkingpin7666. CNN Video
",0
"@ @ AND war memorial, or is this same?Richard Madan. CTV Melissa Lamb
",0
"@ @ Your filthy ISLAM must be eradicated. Liars cut and paste bogus religion. Lying is part of your pond scum faith.khaniqbalakhta1. guardian
",1
"At least 12 killed in today's attack on satirical magazine in Paris, official says. http://Charlie Hebdo
",0
"(@ @ :'Darren Wilson, . (cop) who shot reportedly skipped town with his family days ago.'The Daily Edge. marstu67. Ferguson MO. Mike Brown
",0
"@ You know, a non-violent way to end this situation...cnni
",1
"“@: AFP: suspected gunmen have been killed” yayyySky News Break. Charlie Hebdo. boom
",0
"@ @ I bet if Michael Brown had his druthers, he’d rather have his name dragged thru the mud than his life snuffed out.jelani9. kharyp
",1
"@ @ ""professional, adjective: engaged in a specified activity as one's main paid occupation rather than as a pastime""tdgecas. Henderburn
",1
"“@: Police taking people out of grocery where hostages were being held. http://cnnbrk. Paris
",0
"@ @ why did the store owner say it wasn't him and the friend admitted it was? Have the gotten an explanationandybankertv. FO
",0
"@ @ is 2 km from nasty parliament not 2 minute only chita to can run 120 km an hoursldobsonhughes. Inkless PW
",1
"BREAKING: At least 2 killed in hostage situation via @ http://AFP. Paris
",0
"My Alma Mater. God. RT @: The University of Ottawa, just a five minute walk from the Hill, is now on lockdown.ldobsonhughes
",1
"@ Really? The motive is unknown? Does the flag in the window provide any possible clue? Do you employ the world's worst reporters?ABC
",0
"@ damnit!!! That's what those fuckers wanted!! Now they will be hailed as martyrs....Huffington Post
",1
"@ He was shot at close range and did not stand a chance. The gunman was shot and killed later trying to enter parlimentcnnbrk
",0
"@ @ wondered as well. I've reached out to someone who would know just to confirm that. Hopefully get response soon.Jill Krop. Sean Osmar
",1
"@ @ @ @ @ Sometimes I hate MSM so muchleftocentre. Runaway Budgie. onewaymule87. smh. ZJ Garred
",1
"“@: Germanwings Airbus A320 crashes in French Alps near Digne http://BBC Breaking
",0
"@ We are not obligated to sit passively, just waiting for these rapists to tear up our society! Arrest them NOW!!!CBC Alerts
",1
"@ Why are they running? Coward.!R
",1
"RT “@: Shots fired at Parliament Hill. Follow developing story: http:// http://globeandmail. Breaking News
",1
"@ but because of the training that cops receive now is more military in manner they react overly aggressive towards us (non-cop)Mr Lewis
",0
"@ @ what about drone killing innocent bystanders that are near an alleged bad guy? We turn cheek No Twitter outragePrison Planet. dollaranarch
",0
"“@: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://AP
",0
"@ no, because that would require reasoning and then if reasoning is applied, no one can be shot. Shoot now, reason later.The Anon Message
",0
"@ Lets wait for NTSB to tell us why it happened. I hope its not terrorism.Ulrich Jv V
",1
"@ Hi, can you tell me where you got the picture?Armed Research
",0
"@ @ @ surge pricing is automated. When we became aware of the situation we capped surge &amp; made trips free.COMIN AU. Dr Yobbo. alfinitum
",1
"@ @ fucking hell, that's awfuldano1980mufc. Sky News
",0
"@ @ @ @ Yep, it's follow exactly the route going down, that seems to suggest unconscious pilots.flightradar24. Minus. marcepa49. isobelroe
",1
"@ Thanks for clearing that up. I was really confused about that. ;-)thelittleidiot
",0
"@ @ exactly!Policemans Lot. Independent
",1
"@ @ @ probably the layout of the building. Public place. Easy media coverageHowie Dee. Does It Mata. BBC World
",1
"@ So sorry for him &amp; his FAMILY.Mauler Mauler
",0
"@ @ what? will they? though I do think many in France will treat them as martyrs when they do eventually die!brotherbell. AP
",1
"@ @ One guess.Cathy Collver. cnnbrk
",1
"@ @ Canadian news contradicts thisDave Beninger. Sheila Gunn Reid
",0
"@ @ @ @ you are too ignorant to understand that extremism has always been there. Blame Harperrikermacdaniels. CBC Alerts. CBC News. Justin Trudeau
",1
"@ The 6 are reported dead.cnnbrk
",1
"@ Yeah. @ just did on CNN.The Anon Message. donlemon
",1
"BREAKING: 148 passengers were on board Airbus A320 which has crashed in the southern French Alps http://German Wings
",0
"@ @ and yet they won't cover it like the foreign media.Jordan Sekulow. Fox News
",1
"RT “@: The Sydney cafe siege may be part of a larger plot. http:// http://News Sydney. Martin Place Siege
",0
"@ what's happened to the guy!Aus News Network
",0
"@ The halls of congress would be empty too. And every union official would be waiting for a coroner pick up.originalgriz
",0
"@ @ why would you tweet the location of snipers? Who does that help?dmatthewmillar. L Ryck. cdnpoli
",0
"@ I'm going with neutralized and their entire gov aQuake &amp; pissing selves w fear. Night of long knives gonna take months ;o)))Pat Ondabak
",1
"@ right. So he did that for cigars ? I know I need to sit and read report. What's your thoughts on sll thisagentbell4272
",0
"“@ suspects ""prepared to die as martyrs"", they tell police after making contact. http:// PrevisívelBBC Breaking. Charlie Hebdo
",0
"@ Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://harrytuckerr
",1
"@ Has car-jacking by suspects been confirmed? Questionable.CBC Alerts
",0
"@ I believe pushed it too farCdn Bowhunter. cpc
",1
"@ @ Very sad day for his family friends and Canada. Rest in peace.Telegraph. Momma America
",1
"@ ok so that was mike in the convenience store?rolandsmartin
",0
"RT “@: @: The day cops told a dirty, bloody lie (@): http:// http://Keys N Kakes. The Root. thedailybeast. Ferguson
",0
"@ that dude is hugemashable
",1
"@ The pause button is broken and there is no rewind function. It's terrifying when you think about it.Bklyn Middleton
",0
"@ @ @ @ If he was shot in the chest how was he running away?spants. Tom. rui_xu. flavius217
",0
"@ like holding back zombiesUSATODAY
",1
"@ @ @ it's obviously the same people and there's a confessiona_man_in_black. andybankertv. FO
",1
"@ omfg it is 😱😱😱😱😱emaccaz_
",1
"@globeandmail
",1
"@ May God have mercy on our world. Not France this time for these killingscnni
",1
"Soldier shot at National War Memorial in Ottawa http://cdnpoli. hw
",0
"RT: @: Germanwings Airbus A320 crashes in French Alps near Digne http://BBC Breaking
",0
"- @ A MONTH LATER; police have YET to interview . The ambulances came only after numerous calls.Michael Skolnik. Ferguson. Mya Aaten White
",1
"@ wasn't it just this morning they were saying it was the reasonrolandsmartin
",1
"@ Don't they have those machines that shoot loud focused waves at people to get them to submit?cnni
",0
"Car chase under way in Paris as gunfight breaks out. Reports of hostages. Latest from Paris: http:// http://
",0
"@ Scary stuff in OttawaBBC Breaking
",0
"Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida: http:// http://
",0
"@ @ that's a good idea, just attach a note saying "" I think this is your shit have it back""gazsc. Sky News Break
",1
"@ @ @ It's called Dunning-Kruger effect. http://rodneycruise. noplaceforsheep. Sharri Markson
",1
".@ @ yes, certainly a typo. @mariaenchanted. cherylfolland. Global National
",1
"@ omgBBC Breaking
",0
"That poor man pictured was a Police Officer :( @Mashable News
",1
"@ @ from the scuttlebutt I am hearing, what he didn't put to air makes him fascinating intermediary! Still, he has blown hardonewaymule87. smh
",1
"@ @ 9 times out 10!Iam Lauren Gill. DIANAZOGA
",1
"@ look his face they are moeslim and they is vandals everywhere..shit moeslim.abc
",1
"“@: Ottawa Police..: ""numerous gunmen"" at the Canada War Memorial shooting...""cnnbrk. God Is Ur Terrorist. Canada Needs WBC. Lift The Ban. Repent
",1
"@ I believe the robbery actually did happen and is not alleged.WSJ
",0
"@ @ 😷andersostlund. tulipgrrl
",0
"@ they're asking people to stay indoors and don't go to the CBD. Why would you send drivers there?? Really disappointed of @mashable. Uber
",0
"@ @ shooting randomly at defenseless ppl ...I'm would bet on it ..Teknofish. BBC Breaking
",1
"“@: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http:// http://Pz Feed
",0
"@ Call 911? Signal for help? Keep an eye out for the rescuers? Simply ask the people if there's anything he can do?Big Dilbert Fan
",1
"@ @ then why accuse him of a robbery if thats not why they killed him? Whats the point of bringing it up..Koszik Meows. CNN Video
",0
"@ @ @ The transponder did not say anything. No sqwak 7700.Minus. flightradar24. isobelroe
",0
"@ @ The Liberal leftist should be feeling as good as DeBlasio today over this.WSJ. Hey Tammy Bruce
",0
"@ @ The pen/pencil truly is mightier than the sword!BB Ctrending. Lucille Clerc
",1
"@ @ u dumb fuck before u open ur mouth u should get ur fact ta straight.. isn't it funny that it was white guy?Teknofish. BBC Breaking
",1
"Et merde. “@: - 11 dead including 2 police in Paris shooting. Photo @ http://AF Pphoto. Martin Bureau. Charlie Hebdo. AFP
",0
"@Independent
",1
"@ good.Huffington Post
",0
"@ no he hasn't. The man himself confirmed not true @Futbol Life. Michael Essien
",0
"@ but you do Uber for trying to increase drivers. My work here is done your honour.universe93
",0
"Inexpicable evil! “@: 2 men wearing hoods &amp; black clothing shoot a wounded man http://Mashable News. Charlie Hebdo. Paris Attack
",1
"@ @.. This was an attack on all Canadians whatever stripe Obviously these despicable acts are from cowardly cretins.Linda Frum. affanchowdhry
",1
